Filename,Caption,People,Boat,Location,Category,Unknown,Memory_Story
13dabdef-140c-4f20-93ec-b8e74e8a9d7a.jpg,Sample entry for rally_2023,Gerry Burke,Lady Diva,Portumna,Handling,FALSE,This is a placeholder for a funny story or memory about this day.
20230708_160733.jpg,Sample entry for rally_2023,Gerry Burke,Affaja,Portumna,Handling,FALSE,This is a placeholder for a funny story or memory about this day.
20230708_173102.jpg,Sample entry for rally_2023,Emily Moore,Affaja,Portumna,Handling,FALSE,This is a placeholder for a funny story or memory about this day.
20230708_181638.jpg,Sample entry for rally_2023,Emily Moore,Carna Bay,Terryglass,Sailing,FALSE,This is a placeholder for a funny story or memory about this day.
20230709_010129.jpg,Sample entry for rally_2023,Emily Moore,Lady Diva,Terryglass,Junior,FALSE,This is a placeholder for a funny story or memory about this day.
20230709_134357.jpg,,,,,,TRUE,
20230709_160808.jpg,,,,,,TRUE,
20230709_162639.jpg,,,,,,TRUE,
20230709_162644.jpg,,,,,,TRUE,
20230709_162650.jpg,,,,,,TRUE,
20230709_162706(0).jpg,,,,,,TRUE,
20230709_162706.jpg,,,,,,TRUE,
20230709_162708.jpg,,,,,,TRUE,
20230709_162710.jpg,,,,,,TRUE,
20230709_162711.jpg,,,,,,TRUE,
20230709_162712.jpg,,,,,,TRUE,
20230709_162713(0).jpg,,,,,,TRUE,
20230709_162713.jpg,,,,,,TRUE,
20230709_162714.jpg,,,,,,TRUE,
20230709_163919.jpg,,,,,,TRUE,
20230709_165000.jpg,,,,,,TRUE,
20230710_090645.jpg,,,,,,TRUE,
20230710_090648.jpg,,,,,,TRUE,
20230710_101636.jpg,,,,,,TRUE,
20230710_101638.jpg,,,,,,TRUE,
20230710_111610.jpg,,,,,,TRUE,
20230710_111611.jpg,,,,,,TRUE,
20230710_113029.jpg,,,,,,TRUE,
20230710_113048.jpg,,,,,,TRUE,
20230710_113049.jpg,,,,,,TRUE,
20230710_113050.jpg,,,,,,TRUE,
20230710_123944.jpg,,,,,,TRUE,
20230710_124028.jpg,,,,,,TRUE,
20230710_124753.jpg,,,,,,TRUE,
20230710_124755.jpg,,,,,,TRUE,
20230710_124812.jpg,,,,,,TRUE,
20230710_194231.jpg,,,,,,TRUE,
20230710_194232.jpg,,,,,,TRUE,
20230710_194235.jpg,,,,,,TRUE,
20230710_194236.jpg,,,,,,TRUE,
20230710_194314.jpg,,,,,,TRUE,
20230710_194315.jpg,,,,,,TRUE,
20230710_194349.jpg,,,,,,TRUE,
20230710_194351.jpg,,,,,,TRUE,
20230710_194354.jpg,,,,,,TRUE,
20230710_194428.jpg,,,,,,TRUE,
20230710_194430.jpg,,,,,,TRUE,
20230710_194436.jpg,,,,,,TRUE,
20230710_194526.jpg,,,,,,TRUE,
20230710_194528.jpg,,,,,,TRUE,
20230710_194614.jpg,,,,,,TRUE,
20230710_194616.jpg,,,,,,TRUE,
20230710_194657.jpg,,,,,,TRUE,
20230710_194659.jpg,,,,,,TRUE,
20230710_194703.jpg,,,,,,TRUE,
20230710_194705.jpg,,,,,,TRUE,
20230710_194752.jpg,,,,,,TRUE,
20230710_194755.jpg,,,,,,TRUE,
20230710_194801.jpg,,,,,,TRUE,
20230710_194802.jpg,,,,,,TRUE,
20230710_194812.jpg,,,,,,TRUE,
20230710_194904.jpg,,,,,,TRUE,
20230710_194929.jpg,,,,,,TRUE,
20230710_195016.jpg,,,,,,TRUE,
20230710_195019.jpg,,,,,,TRUE,
20230710_195027.jpg,,,,,,TRUE,
20230710_195028.jpg,,,,,,TRUE,
20230710_195117.jpg,,,,,,TRUE,
20230710_195123.jpg,,,,,,TRUE,
20230710_195124.jpg,,,,,,TRUE,
20230710_195136.jpg,,,,,,TRUE,
20230710_195306.jpg,,,,,,TRUE,
20230710_195307.jpg,,,,,,TRUE,
20230710_195310.jpg,,,,,,TRUE,
20230710_195312.jpg,,,,,,TRUE,
20230710_202047.jpg,,,,,,TRUE,
20230711_150456.jpg,,,,,,TRUE,
20230711_150607.jpg,,,,,,TRUE,
20230711_151527.jpg,,,,,,TRUE,
20230712_162339.jpg,,,,,,TRUE,
20230712_162341.jpg,,,,,,TRUE,
20230712_162344(1).jpg,,,,,,TRUE,
20230712_162344.jpg,,,,,,TRUE,
20230712_162351(1).jpg,,,,,,TRUE,
20230712_162351.jpg,,,,,,TRUE,
20230712_162354(1).jpg,,,,,,TRUE,
20230712_162354.jpg,,,,,,TRUE,
20230713_195021(1).jpg,,,,,,TRUE,
20230713_195021.jpg,,,,,,TRUE,
20230713_195026.jpg,,,,,,TRUE,
20230714_154251(1).jpg,,,,,,TRUE,
20230714_154251.jpg,,,,,,TRUE,
38c8cb19-4dc2-4f30-80eb-d819e46629b3.jpg,,,,,,TRUE,
452a24aa-c560-4d73-a207-6f6ae12f3c3f.jpg,,,,,,TRUE,
71ae8a5d-dee4-40b9-80ea-740acf9062e7.jpg,,,,,,TRUE,
IMG-20230712-WA0000.jpg,,,,,,TRUE,
IMG-20230712-WA0001.jpg,,,,,,TRUE,
IMG-20230712-WA0015.jpg,,,,,,TRUE,
IMG_0777.jpg,,,,,,TRUE,
IMG_0778.jpg,,,,,,TRUE,
IMG_0779.jpg,,,,,,TRUE,
IMG_0780.jpg,,,,,,TRUE,
IMG_0781.jpg,,,,,,TRUE,
IMG_0784.jpg,,,,,,TRUE,
IMG_0785.jpg,,,,,,TRUE,
IMG_0786.jpg,,,,,,TRUE,
IMG_0787.jpg,,,,,,TRUE,
IMG_0789.jpg,,,,,,TRUE,
IMG_0790.jpg,,,,,,TRUE,
IMG_0791.jpg,,,,,,TRUE,
IMG_0802.jpg,,,,,,TRUE,
IMG_0815.jpg,,,,,,TRUE,
IMG_0818.jpg,,,,,,TRUE,
IMG_0820.jpg,,,,,,TRUE,
IMG_0832.jpg,,,,,,TRUE,
IMG_20230710_134153.jpg,,,,,,TRUE,
IMG_20230710_134156.jpg,,,,,,TRUE,
IMG_20230710_134159.jpg,,,,,,TRUE,
IMG_20230712_215319.jpg,,,,,,TRUE,
IMG_20230712_221709.jpg,,,,,,TRUE,
IMG_20230713_180208.jpg,,,,,,TRUE,
IMG_20230713_180208_1.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST1.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST2.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST3.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST4.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST5.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST6.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST7.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST8.jpg,,,,,,TRUE,
IMG_20230713_180354_TIMEBURST9.jpg,,,,,,TRUE,
IMG_2356.jpg,,,,,,TRUE,
IMG_2358.jpg,,,,,,TRUE,
IMG_2360.jpg,,,,,,TRUE,
IMG_2364.jpg,,,,,,TRUE,
IMG_2368.jpg,,,,,,TRUE,
IMG_2369.jpg,,,,,,TRUE,
IMG_2370.jpg,,,,,,TRUE,
IMG_2373.jpg,,,,,,TRUE,
IMG_2375.jpg,,,,,,TRUE,
IMG_2376.jpg,,,,,,TRUE,
IMG_2379.jpg,,,,,,TRUE,
IMG_2382.jpg,,,,,,TRUE,
IMG_2383.jpg,,,,,,TRUE,
IMG_2384.jpg,,,,,,TRUE,
IMG_2385.jpg,,,,,,TRUE,
IMG_2393.jpg,,,,,,TRUE,
IMG_2401.jpg,,,,,,TRUE,
IMG_2403.jpg,,,,,,TRUE,
IMG_2405.jpg,,,,,,TRUE,
IMG_2410.jpg,,,,,,TRUE,
IMG_2412.jpg,,,,,,TRUE,
IMG_2415.jpg,,,,,,TRUE,
IMG_2500.jpg,,,,,,TRUE,
IMG_2504.jpg,,,,,,TRUE,
IMG_2513.jpg,,,,,,TRUE,
IMG_2520.jpg,,,,,,TRUE,
IMG_2524.jpg,,,,,,TRUE,
IMG_2527.jpg,,,,,,TRUE,
IMG_2529.jpg,,,,,,TRUE,
IMG_2531.jpg,,,,,,TRUE,
IMG_2533.jpg,,,,,,TRUE,
IMG_2535.jpg,,,,,,TRUE,
IMG_2541.jpg,,,,,,TRUE,
IMG_2545.jpg,,,,,,TRUE,
IMG_2547.jpg,,,,,,TRUE,
IMG_2552.jpg,,,,,,TRUE,
IMG_2556.jpg,,,,,,TRUE,
IMG_2562.jpg,,,,,,TRUE,
IMG_2564.jpg,,,,,,TRUE,
IMG_2565.jpg,,,,,,TRUE,
